80040 silly lifecycle ansi-html@0.0.7~preinstall: no script for preinstall, continuing
81536 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/karma-coverage/node_modules/lodash
81537 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/karma-mocha/node_modules/minimist
81538 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/karma-spec-reporter/node_modules/colors
81539 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/karma-webpack/node_modules/async
81540 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/karma-webpack/node_modules/lodash
81541 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/karma-webpack/node_modules/source-map
81542 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/karma/node_modules/bluebird
81543 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/karma/node_modules/lodash
81544 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/kew
81545 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/kind-of
81546 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/is-number
81547 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/klaw
81548 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lazy-cache
81549 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lcid
81550 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/loader-runner
81551 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash
81552 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/async
81553 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/combine-lists
81554 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash._arraycopy
81555 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash._arrayeach
81556 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash._basecopy
81557 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash._basecreate
81558 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash._basefor
81559 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash._bindcallback
81560 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash._getnative
81561 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash._isiterateecall
81562 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash._stack
81563 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash.camelcase
81564 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash.defaultsdeep/node_modules/lodash._baseclone
81565 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash.isarguments
81566 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash.isarray
81567 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash.isplainobject
81568 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash.keys
81569 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash._baseassign
81570 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash.create
81571 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash._baseclone
81572 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash.clone
81573 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash.keysin
81574 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash.memoize
81575 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash.mergewith
81576 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash.rest
81577 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash.defaultsdeep
81578 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lodash.uniq
81579 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/caniuse-api
81580 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/log4js/node_modules/isarray
81581 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/log4js/node_modules/semver
81582 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/log4js/node_modules/string_decoder
81583 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/log4js/node_modules/readable-stream
81584 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/log4js
81585 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lolex
81586 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/longest
81587 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/loose-envify
81588 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/invariant
81589 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/lower-case
81590 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/macaddress
81591 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/map-obj
81592 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/camelcase-keys
81593 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/math-expression-evaluator
81594 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/media-typer
81595 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/meow/node_modules/minimist
81596 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/merge-descriptors
81597 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/methods
81598 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/miller-rabin
81599 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/mime
81600 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/mime-db
81601 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/mime-types
81602 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/form-data
81603 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/mimic-fn
81604 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/minimalistic-assert
81605 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/asn1.js
81606 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/des.js
81607 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/browserify-des
81608 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/minimalistic-crypto-utils
81609 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/hmac-drbg
81610 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/elliptic
81611 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/create-ecdh
81612 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/minimatch
81613 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/minimist
81614 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/extract-zip/node_modules/mkdirp
81615 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/mkdirp
81616 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/mkpath
81617 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/mocha-nightwatch/node_modules/ms
81618 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/mocha-nightwatch/node_modules/debug
81619 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/mocha-nightwatch/node_modules/supports-color
81620 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/mocha/node_modules/ms
81621 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/mocha/node_modules/debug
81622 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/mocha/node_modules/supports-color
81623 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/ms
81624 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/body-parser/node_modules/debug
81625 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/debug
81626 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/http-proxy-agent
81627 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/https-proxy-agent
81628 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/engine.io-client/node_modules/debug
81629 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/engine.io/node_modules/debug
81630 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/express/node_modules/debug
81631 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/mute-stream
81632 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/nan
81633 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/fsevents
81634 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/natural-compare
81635 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/negotiator
81636 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/accepts
81637 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/netmask
81638 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/nightwatch/node_modules/q
81639 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/no-case
81640 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/node-dir
81641 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/node-libs-browser/node_modules/string_decoder
81642 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/nopt
81643 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/normalize-range
81644 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/nth-check
81645 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/css-select
81646 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/num2fraction
81647 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/number-is-nan
81648 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/is-finite
81649 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/is-fullwidth-code-point
81650 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/oauth-sign
81651 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/object-assign
81652 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/esrecurse
81653 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/escope
81654 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/figures
81655 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/loader-utils
81656 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/object-component
81657 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/object-hash
81658 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/object.omit
81659 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/on-finished
81660 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/onetime
81661 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/opener
81662 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/optimist/node_modules/wordwrap
81663 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/optimist
81664 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/options
81665 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/ora/node_modules/onetime
81666 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/os-browserify
81667 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/os-homedir
81668 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/os-locale
81669 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/os-tmpdir
81670 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/home-or-tmp
81671 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/pac-resolver/node_modules/co
81672 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/pako
81673 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/browserify-zlib
81674 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/param-case
81675 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/parse-glob
81676 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/parse-json
81677 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/parse5
81678 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/parsejson
81679 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/parseqs
81680 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/parseuri
81681 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/parseurl
81682 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/path-browserify
81683 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/path-is-absolute
81684 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/path-is-inside
81685 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/is-path-inside
81686 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/is-path-in-cwd
81687 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/path-parse
81688 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/path-to-regexp
81689 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/pend
81690 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/fd-slicer
81691 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/phantomjs-prebuilt/node_modules/fs-extra
81692 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/pify
81693 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/pinkie
81694 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/pinkie-promise
81695 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/hasha
81696 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/path-exists
81697 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/find-up
81698 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/path-type
81699 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/pkg-dir
81700 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/find-cache-dir
81701 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/loader-fs-cache
81702 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/pluralize
81703 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/postcss-message-helpers
81704 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/postcss-value-parser
81705 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/prelude-ls
81706 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/prepend-http
81707 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/preserve
81708 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/private
81709 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/process
81710 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/process-nextick-args
81711 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/progress
81712 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/proxy-addr
81713 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/proxy-agent/node_modules/lru-cache
81714 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/prr
81715 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/errno
81716 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/pseudomap
81717 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/punycode
81718 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/q
81719 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/coa
81720 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/qjobs
81721 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/qs
81722 silly finalize /Users/edianzu/Desktop/blog/app/yafish/node_modules/querystring
